packet_rate,inter_arrival_time,packet_size,duration,src_port,dst_port,num_packets,num_bytes,protocol,src_ip,dst_ip,label
32.05261972324043,0.6226774173761144,419.33643678164907,4.460176577951426,8801,9250,73.20625008617013,7068.0701501509975,ICMP,53.110.216.129,177.21.88.93,attack
52.933578208509346,0.49245170298056207,846.565643420565,4.435678874177013,3708,51281,38.226238458782156,3848.110143486172,TCP,218.27.101.33,188.53.205.189,normal
96.72015058091482,0.1850458101343602,502.16827478365684,4.431496354209094,15306,6832,32.99015484822353,7600.73015114361,TCP,70.115.47.70,115.8.160.190,attack
80.63737297295056,0.13699999681399813,462.52904599631773,4.6758130986318145,48304,9779,71.6101366709289,9700.654230344955,ICMP,173.214.29.104,112.116.204.53,attack
29.8550900005654,0.6017419272570681,785.0581631146724,5.295717347946846,32704,65071,43.491605489783,4619.087459660727,TCP,120.227.151.189,201.71.89.46,normal
34.044502218264505,0.48659807593651916,1027.2857129902545,5.295860728871456,3764,24556,50.686442004352315,4003.1526707123758,UDP,100.73.34.246,127.75.208.229,normal
24.91631057717303,0.6733976492101501,418.0441269425859,4.503191693767646,26752,63897,85.12910293274268,6262.8552258194895,TCP,7.165.97.202,105.209.220.12,attack
20.101563705286697,0.7628147559925437,387.54076729701893,6.93894209565226,10156,63720,69.72055462876824,4242.124995204092,TCP,211.241.156.49,61.174.14.202,attack
50.680762865012255,0.46637414590804394,949.6036242275729,3.2003400076696416,17852,65354,56.99686076525689,4914.312215261086,TCP,79.120.52.55,58.123.96.235,normal
24.048667795463935,0.866775106008157,400.3295987770366,6.566541124483253,58082,43285,47.64139962703585,5330.653965741016,ICMP,105.240.48.71,113.87.50.146,attack
53.31006122566873,0.3053154017118944,1025.8173899385881,4.427273684371123,3060,3822,42.64757054036353,4427.791668810045,ICMP,204.54.247.182,130.129.220.46,normal
49.664476530211,0.5455307489968743,941.050403259813,6.016019495361463,26919,39547,48.19845437713856,3930.3382842111923,ICMP,116.109.246.36,164.253.211.62,normal
19.10731126134101,0.696231062542901,470.1157112783393,6.5562754108113594,13446,26089,74.9621681001364,5662.262298967865,UDP,149.232.220.99,106.106.38.219,attack
27.5020675791803,0.674159170583274,494.5683245655066,4.384762497478805,22059,41068,44.19336131337341,2791.157282886033,ICMP,152.118.122.219,175.31.77.141,attack
118.08249084492977,0.1714645081524897,522.1194149750103,5.362898039571089,47224,11836,43.783863463366615,5677.36463923365,TCP,214.41.44.230,105.119.69.139,attack
27.350966556651795,0.47582528130046486,387.6975044916322,5.419146704316175,65146,17110,76.74890154366729,5895.282133227229,UDP,229.95.187.200,211.2.105.101,attack
30.679630499138412,0.3125934767260262,942.0558056436009,4.663113964285777,41596,33705,45.76429859621741,6518.119880238229,TCP,154.58.3.214,208.170.176.118,normal
41.96894993871568,0.681815582375338,488.14069131606334,5.774240528121597,14520,8041,73.34945052039305,8085.432894084256,ICMP,27.240.137.120,166.224.10.184,attack
63.7817055878199,0.47299815792559813,1012.2169139385798,6.78711174770249,50925,26421,37.28734302079212,3425.9352064286063,ICMP,73.121.169.216,193.53.16.168,normal
76.63762312105646,0.29730215228966195,589.375249809632,4.871862257969664,5573,46487,76.88139005696291,6309.582616580751,ICMP,126.127.101.74,222.208.211.92,attack
108.78711691867464,0.2440653837951837,574.3272913527095,4.11937778962603,4208,27188,52.6428672282874,4241.046204802068,ICMP,37.199.56.27,102.214.74.13,attack
13.284674157008745,0.6872205109313385,396.6774765233013,4.915190714652475,6017,38716,82.33235306204529,7989.960852659828,ICMP,93.37.126.146,120.189.29.41,attack
62.39752670180178,0.3845250004678908,1079.5007777112742,7.014189301056609,42718,54081,45.33843732250486,5282.954451871024,ICMP,163.90.126.0,114.93.76.64,normal
45.06833288309312,0.5792363163604395,490.49897256574405,4.461268878886593,17233,7270,71.90266044014679,3691.286599761011,TCP,245.15.164.85,188.49.124.85,attack
115.3793173052975,0.19914437621005118,491.25853142343476,5.485218134883359,3043,65316,71.6618201228892,6977.307004197172,UDP,90.192.178.114,230.157.40.115,attack
57.8637598671046,0.37578622005616436,1131.2430984742928,3.731177927617438,32347,25070,54.75326199822041,5086.36521494387,UDP,86.29.86.88,115.216.217.96,normal
48.712523439447985,0.5249299042019516,934.8438553166202,4.721190855445673,31514,51593,49.31485402006861,4382.100849112893,TCP,40.132.139.231,60.57.120.8,normal
17.06532232829312,0.40808045698326434,413.22518586569606,7.41060767633249,2223,54305,76.09561472897562,7408.870179988946,ICMP,212.108.190.245,99.26.77.152,attack
42.8659924753653,0.6401895017978476,1125.398472169706,5.2731921141970535,38288,37241,49.62481051515536,4911.039048904398,UDP,65.241.136.54,81.148.79.84,normal
103.56703933774197,0.25532869042657824,507.22910134246126,5.196214603165595,55423,34919,61.36256479884845,4869.240615190288,TCP,244.22.187.104,152.53.228.56,attack
43.17790268059052,0.6791443642035184,486.2145286562939,4.104256155508741,61477,53184,54.22602713275899,8140.764747339188,ICMP,223.133.71.68,203.150.42.44,attack
37.79287574085841,0.5836832244816419,1031.098827344892,5.144766549055128,30358,5125,58.04795349159074,4836.06600600447,TCP,24.126.209.160,166.78.51.211,normal
18.346831695718468,0.6156888163609933,392.7634052809051,6.368752090661821,26896,36802,56.66731694847178,5260.739602508582,ICMP,251.188.202.209,65.44.36.204,attack
19.26142526752502,0.9235343225136696,427.0912443860144,6.10078098764235,31863,23082,71.95101663959949,7193.562642200925,ICMP,233.144.248.14,204.144.165.35,attack
33.963408558277884,0.47712909370801554,343.9818814194008,5.112508026343545,30718,40952,86.29374381598267,7242.3972713186295,ICMP,51.45.103.113,128.177.231.202,attack
105.23734218659146,0.20023124702913273,481.18947168392873,5.776386297720144,19071,47192,82.42265307052624,7434.584587739917,UDP,117.192.38.205,106.250.11.0,attack
115.95362606868312,0.1422973896652473,508.67121543835196,5.149482034378643,12643,35028,71.41823607098743,5894.60208080585,ICMP,148.251.209.68,5.138.100.138,attack
44.5556190244489,0.33274474892472217,1137.4850580156635,5.452649347792298,16538,22062,38.15600001166196,5424.057712260962,ICMP,218.28.19.132,59.42.240.176,normal
52.30585527852858,0.5702774461209761,1140.3675143711534,3.7074930289314576,9777,36787,53.20029284794016,5060.8124839080265,UDP,64.94.12.165,201.144.137.148,normal
31.892934208728583,0.6919731196727763,361.9372605647244,2.953431732836487,46787,54228,64.34791090958502,6381.3818216554655,ICMP,87.248.198.192,101.15.94.22,attack
53.28459327806086,0.4374950039084484,928.5413252594703,4.60636828843654,39597,60564,59.74664696347826,4673.581757204559,TCP,144.127.18.97,150.85.234.44,normal
52.307031660256825,0.6782739884727517,1105.4890898541416,5.668161493302547,36727,55255,36.31984564274403,3425.1334683722275,ICMP,185.57.129.240,212.217.156.194,normal
60.74045106113143,0.4990711344356031,1049.2940103686049,4.703035465006306,57064,47299,56.82189202820265,6792.490877270081,UDP,142.103.19.45,242.36.39.230,normal
54.538311987329884,0.571930594595998,1077.2457863682537,4.889865640279328,32837,1360,48.934804025285075,6187.397357529886,ICMP,58.101.239.216,146.101.250.9,normal
47.013201736128735,0.4481122674662621,934.9310621087122,3.249735154736065,52952,61322,57.60784620328544,3970.1515370602474,UDP,150.188.35.136,115.133.166.209,normal
19.036363108086505,0.7523511399414409,378.83712816411264,5.898267673354816,42381,9062,98.29231923475932,4830.51699390085,UDP,206.99.177.111,137.55.243.68,attack
43.68194385376307,0.26515405083042326,887.0025383844774,4.985046581591725,6344,5843,47.99285060352607,6626.965843945033,UDP,68.94.35.192,24.102.117.48,normal
40.077675607653234,0.489499987731817,815.1647864496058,4.615388126993427,17020,62584,56.77115067070613,3603.261519108958,ICMP,67.100.11.41,107.55.249.199,normal
79.26000721699192,0.4421512952935347,462.57645909947416,5.7790324217096725,12882,44445,72.7469689630183,7775.8645158031895,UDP,56.157.170.103,87.215.95.214,attack
33.09654637835093,0.6959436557084431,504.2623417431735,5.193469690226635,8453,17489,76.94481554709932,4992.536920441547,TCP,132.54.158.183,64.164.64.112,attack
37.96187607656728,0.5027556026950443,463.8073105665669,3.5518102313541364,53565,50701,63.23667619249097,5214.547534707343,TCP,169.160.74.42,222.18.119.108,attack
104.8971079797355,0.244661774858718,518.6055132729816,7.464856719078748,45492,50079,66.14527738642744,2835.669791478953,UDP,185.101.248.131,168.152.19.53,attack
58.557061497338594,0.6408647780627194,965.291825661354,5.3418313943427,42133,22245,64.67279245075373,5731.469760012631,ICMP,223.67.106.106,74.71.69.225,normal
111.95095560012453,0.2077302817973848,512.6264073352017,4.085260915186467,20075,42795,86.46629944421115,4709.673532636014,TCP,181.143.4.79,105.86.117.126,attack
22.249447794002094,0.6001880103111217,524.9222657060515,3.974770527100409,33811,55565,89.22661171472234,5937.694645567687,ICMP,44.62.234.63,135.107.140.159,attack
76.6176701384734,0.25075777737464017,481.827368028686,4.905995333530811,60147,22938,85.07580989682313,5366.453505396959,ICMP,172.194.129.121,233.205.145.180,attack
42.644654403300834,0.44780903507410963,1298.3236766773593,4.878722704347257,6665,37267,60.424577939363246,3786.526303346138,TCP,72.46.188.203,39.205.207.191,normal
47.75260616984643,0.4844434552856319,849.8141759191433,4.4850810269529635,22116,50396,35.219540448957225,3206.6507916719283,UDP,137.80.81.13,233.216.120.24,normal
37.85217556425573,0.27027195164582535,373.42275181466704,4.348322618605545,55834,35592,56.82344688753782,5119.218364261025,UDP,238.56.187.236,184.135.170.24,attack
43.061143590683706,0.39298533556741694,1017.220695707458,4.963778791644402,48159,38296,55.57061840696318,4125.676893734104,UDP,155.21.206.188,53.220.243.113,normal
67.2125145997554,0.36298812908448286,955.4198916942122,4.949161896461434,18605,2148,59.18646749173,3682.5251828938003,UDP,47.54.17.25,17.111.250.169,normal
56.02515560289199,0.4584899890740787,953.9341652652142,5.288924387874984,13388,40516,52.25416422827485,5022.916437259934,TCP,245.209.12.175,189.107.193.212,normal
19.902182240277153,0.8136554880232953,396.54876391802475,4.848630275373707,33997,27083,41.92118645572731,6020.47353785466,UDP,173.0.118.55,220.226.116.125,attack
60.18637944768892,0.47780853942613033,1054.5641177271714,5.976277278136472,30364,23951,41.43457772559945,5985.99940593111,UDP,135.193.154.118,205.45.176.89,normal
71.17819360299204,0.38194264059572014,624.1464076174365,6.56867333798218,6140,48319,78.6367936463712,6625.394543767008,ICMP,83.136.117.192,160.206.184.143,attack
61.26517893685703,0.3087794134407328,902.3921735173329,4.070773817547587,38171,40711,51.6475410424195,4181.4228379987735,UDP,76.195.109.52,200.87.3.9,normal
104.9306091583788,0.41942357673571773,605.0550752047371,6.586074857116343,51005,3836,60.04341061739719,6544.42186611317,UDP,28.184.26.91,236.22.11.104,attack
66.66663259227523,0.5595828145879798,918.0867487886694,5.310356686096113,45473,60198,42.21635016525918,5806.598812171125,ICMP,214.7.71.42,6.24.53.46,normal
49.27903073872512,0.4693772050451666,869.9501088118274,5.990836924807526,65325,36417,52.16515512722069,4967.772234676231,TCP,110.170.170.21,90.145.176.37,normal
21.642720716555214,1.0170915214984195,417.4243331865893,6.258952884211544,10077,30739,69.54657886779856,7214.865267462668,UDP,182.153.109.242,151.169.178.42,attack
63.64951849264759,0.48385261689486836,944.4736621299086,5.611739795248387,21932,16867,36.660442775440345,5797.616800001878,ICMP,111.128.124.97,204.147.252.108,normal
14.511583656777002,0.42604825515896005,441.2650925288322,6.256011810383904,23114,35479,71.62864073213046,4046.3157131020207,UDP,45.204.163.213,20.170.34.123,attack
25.69800636719068,0.49665597731708844,1131.6462531225757,3.8757320952293837,44539,29256,34.23428723179897,3784.893795248389,UDP,117.140.15.42,133.147.204.75,normal
40.70373621126035,0.4160933734745843,1074.2146383834945,3.810798956033385,35326,33079,39.13161995603411,6107.94984230321,TCP,171.212.80.236,236.233.24.77,normal
31.765177997270378,0.6045134486184957,446.3149706340704,5.1155913699548625,26678,30192,72.49047134194436,1142.0021410468753,TCP,42.160.159.70,15.232.206.39,attack
